player_id,player,first_name,last_name,display_last_comma_first,display_fi_last,birthdate,school,country,last_affiliation,height,weight_lbs,season_exp,jersey,position,rosterstatus,team_id,team_name,team_abbreviation,team_code,team_city,playercode,from_year,to_year,dleague_flag,height_inches,seasons_player,bmi,timeframe,career_pts,career_ast,career_reb,career_pie,nba_stats_url,career_all_star_appearances
200746,LaMarcus Aldridge,LaMarcus,Aldridge,"Aldridge, LaMarcus",L. Aldridge,7/19/85,Texas,USA,Texas/USA,11-Jun,240,8,12,Forward,Active,1610612757,Trail Blazers,POR,blazers,Portland,lamarcus_aldridge,2006,2014,N,83,8,24.49121788,2014-15,21.9,2.2,8,0.138,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200746,NA
200752,Rudy Gay,Rudy,Gay,"Gay, Rudy",R. Gay,8/17/86,Connecticut,USA,Connecticut/USA,8-Jun,230,8,8,Forward,Active,1610612758,Kings,SAC,kings,Sacramento,rudy_gay,2006,2014,N,80,8,25.2640625,2014-15,21.8,3.6,6.5,0.155,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200752,NA
202710,Jimmy Butler,Jimmy,Butler,"Butler, Jimmy",J. Butler,9/14/89,Marquette,USA,Marquette/USA,7-Jun,220,3,21,Guard-Forward,Active,1610612741,Bulls,CHI,bulls,Chicago,jimmy_butler,2011,2014,N,79,3,24.78128505,2014-15,21.3,3.9,6.2,0.147,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202710,NA
201942,DeMar DeRozan,DeMar,DeRozan,"DeRozan, DeMar",D. DeRozan,8/7/89,USC,USA,USC/USA,7-Jun,220,5,10,Guard,Active,1610612761,Raptors,TOR,raptors,Toronto,demar_derozan,2009,2014,N,79,5,24.78128505,2014-15,21.2,2.6,4.3,0.126,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201942,NA
203081,Damian Lillard,Damian,Lillard,"Lillard, Damian",D. Lillard,7/15/90,Weber State,USA,Weber State/USA,3-Jun,195,2,0,Guard,Active,1610612757,Trail Blazers,POR,blazers,Portland,damian_lillard,2012,2014,N,75,2,24.37066667,2014-15,20.9,6.6,5.1,0.157,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203081,NA
2744,Al Jefferson,Al,Jefferson,"Jefferson, Al",A. Jefferson,1/4/85,Prentiss HS (MS),USA,Prentiss HS (MS)/USA,10-Jun,289,10,25,Center,Active,1610612766,Hornets,CHA,hornets,Charlotte,al_jefferson,2004,2014,N,82,10,30.21519929,2014-15,20.7,1.9,6.8,0.126,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2744,NA
2755,Kevin Martin,Kevin,Martin,"Martin, Kevin",K. Martin,2/1/83,Western Carolina,USA,Western Carolina/USA,7-Jun,204,10,23,Guard,Active,1610612750,Timberwolves,MIN,timberwolves,Minnesota,kevin_martin,2004,2014,N,79,10,22.97900977,2014-15,20.4,1.9,3.7,0.137,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2755,NA
2547,Chris Bosh,Chris,Bosh,"Bosh, Chris",C. Bosh,3/24/84,Georgia Tech,USA,Georgia Tech/USA,11-Jun,235,11,1,Center,Active,1610612748,Heat,MIA,heat,Miami,chris_bosh,2003,2014,N,83,11,23.98098418,2014-15,19.9,2.9,8.7,0.154,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2547,NA
202704,Reggie Jackson,Reggie,Jackson,"Jackson, Reggie",R. Jackson,4/16/90,Boston College,USA,Boston College/USA,3-Jun,208,3,15,Guard,Active,1610612760,Thunder,OKC,thunder,Oklahoma City,reggie_jackson,2011,2014,Y,75,3,25.99537778,2014-15,19.8,7.7,4.9,0.129,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202704,NA
2548,Dwyane Wade,Dwyane,Wade,"Wade, Dwyane",D. Wade,1/17/82,Marquette,USA,Marquette/USA,4-Jun,220,11,3,Guard,Active,1610612748,Heat,MIA,heat,Miami,dwyane_wade,2003,2014,N,76,11,26.77631579,2014-15,19.8,6.4,3.5,0.147,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2548,NA
101145,Monta Ellis,Monta,Ellis,"Ellis, Monta",M. Ellis,10/26/85,"Lanier HS (Jackson, MS)",USA,"Lanier HS (Jackson, MS)/USA",3-Jun,185,9,11,Guard,Active,1610612742,Mavericks,DAL,mavericks,Dallas,monta_ellis,2005,2014,N,75,9,23.12088889,2014-15,19.7,4.2,2.4,0.114,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=101145,NA
203100,Tony Wroten,Tony,Wroten,"Wroten, Tony",T. Wroten,4/13/93,Washington,USA,Washington/USA,6-Jun,205,2,8,Guard,Active,1610612755,76ers,PHI,sixers,Philadelphia,tony_wroten,2012,2014,Y,78,2,23.68754109,2014-15,19.3,6.1,3.8,0.113,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203100,NA
1717,Dirk Nowitzki,Dirk,Nowitzki,"Nowitzki, Dirk",D. Nowitzki,6/19/78,"Wurzburg, Germany",Germany,DJK Wurzburg/Germany,Jul-00,245,16,41,Forward,Active,1610612742,Mavericks,DAL,mavericks,Dallas,dirk_nowitzki,1998,2014,N,84,16,24.40972222,2014-15,19.1,2.3,5.3,0.158,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=1717,NA
201145,Jeff Green,Jeff,Green,"Green, Jeff",J. Green,8/28/86,Georgetown,USA,Georgetown/USA,9-Jun,235,6,8,Forward,Active,1610612738,Celtics,BOS,celtics,Boston,jeff_green,2007,2014,N,81,7,25.17985063,2014-15,19,2,5.2,0.102,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201145,NA
202699,Tobias Harris,Tobias,Harris,"Harris, Tobias",T. Harris,7/15/92,Tennessee,USA,Tennessee/USA,9-Jun,235,3,12,Forward,Active,1610612753,Magic,ORL,magic,Orlando,tobias_harris,2011,2014,N,81,3,25.17985063,2014-15,18.9,1.8,7.8,0.129,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202699,NA
2730,Dwight Howard,Dwight,Howard,"Howard, Dwight",D. Howard,12/8/85,SW Atlanta Christian Academy (GA),USA,SW Atlanta Christian Academy (GA)/USA,11-Jun,265,10,12,Center,Active,1610612745,Rockets,HOU,rockets,Houston,dwight_howard,2004,2014,N,83,10,27.04238641,2014-15,18.8,1.3,11.3,0.154,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2730,NA
202696,Nikola Vucevic,Nikola,Vucevic,"Vucevic, Nikola",N. Vucevic,10/24/90,USC,Montenegro,USC/Montenegro,Jul-00,260,3,9,Center,Active,1610612753,Magic,ORL,magic,Orlando,nikola_vucevic,2011,2014,N,84,3,25.90419501,2014-15,18.8,2.6,11.9,0.163,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202696,NA
202330,Gordon Hayward,Gordon,Hayward,"Hayward, Gordon",G. Hayward,3/23/90,Butler,USA,Butler/USA,8-Jun,225,4,20,Forward,Active,1610612762,Jazz,UTA,jazz,Utah,gordon_hayward,2010,2014,N,80,4,24.71484375,2014-15,18.7,4.6,5.4,0.149,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202330,NA
202322,John Wall,John,Wall,"Wall, John",J. Wall,9/6/90,Kentucky,USA,Kentucky/USA,4-Jun,195,4,2,Guard,Active,1610612764,Wizards,WAS,wizards,Washington,john_wall,2010,2014,N,76,4,23.73355263,2014-15,18.6,9.3,4.1,0.157,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202322,NA
2200,Pau Gasol,Pau,Gasol,"Gasol, Pau",P. Gasol,7/6/80,"Barcelona, Spain",Spain,FC Barcelona/Spain,Jul-00,250,13,16,Forward-Center,Active,1610612741,Bulls,CHI,bulls,Chicago,pau_gasol,2001,2014,N,84,13,24.90787982,2014-15,18.6,1.9,10.6,0.16,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2200,NA
2037,Jamal Crawford,Jamal,Crawford,"Crawford, Jamal",J. Crawford,3/20/80,Michigan,USA,Michigan/USA,5-Jun,200,14,11,Guard,Active,1610612746,Clippers,LAC,clippers,Los Angeles,jamal_crawford,2000,2014,N,77,14,23.71394839,2014-15,18.4,3.1,1.8,0.12,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2037,NA
200768,Kyle Lowry,Kyle,Lowry,"Lowry, Kyle",K. Lowry,3/25/86,Villanova,USA,Villanova/USA,Jun-00,205,8,7,Guard,Active,1610612761,Raptors,TOR,raptors,Toronto,kyle_lowry,2006,2014,N,72,8,27.79996142,2014-15,18.3,5.9,4.6,0.142,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200768,NA
101114,Deron Williams,Deron,Williams,"Williams, Deron",D. Williams,6/26/84,Illinois,USA,Illinois/USA,3-Jun,200,9,8,Guard,Active,1610612751,Nets,BKN,nets,Brooklyn,deron_williams,2005,2014,N,75,9,24.99555556,2014-15,18.2,6.5,3.2,0.116,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=101114,NA
201188,Marc Gasol,Marc,Gasol,"Gasol, Marc",M. Gasol,1/29/85,"Barcelona, Spain",Spain,FC Barcelona/Spain,1-Jul,265,6,33,Center,Active,1610612763,Grizzlies,MEM,grizzlies,Memphis,marc_gasol,2008,2014,N,85,6,25.78477509,2014-15,18,3.3,7.8,0.153,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201188,NA
200794,Paul Millsap,Paul,Millsap,"Millsap, Paul",P. Millsap,2/10/85,Louisiana Tech,USA,Louisiana Tech/USA,8-Jun,253,8,4,Forward,Active,1610612737,Hawks,ATL,hawks,Atlanta,paul_millsap,2006,2014,N,80,8,27.79046875,2014-15,18,3,8,0.12,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200794,NA
202688,Brandon Knight,Brandon,Knight,"Knight, Brandon",B. Knight,12/2/91,Kentucky,USA,Kentucky/USA,3-Jun,189,3,11,Guard,Active,1610612749,Bucks,MIL,bucks,Milwaukee,brandon_knight,2011,2014,N,75,3,23.6208,2014-15,17.9,6.8,5.6,0.168,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202688,NA
2207,Joe Johnson,Joe,Johnson,"Johnson, Joe",J. Johnson,6/29/81,Arkansas,USA,Arkansas/USA,7-Jun,240,13,7,Forward-Guard,Active,1610612751,Nets,BKN,nets,Brooklyn,joe_johnson,2001,2014,N,79,13,27.03412915,2014-15,17.8,4,5.5,0.126,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2207,NA
203095,Evan Fournier,Evan,Fournier,"Fournier, Evan",E. Fournier,10/29/92,France,France,Poitiers Basket 86/France,7-Jun,205,2,10,Guard,Active,1610612753,Magic,ORL,magic,Orlando,evan_fournier,2012,2014,N,79,2,23.09165198,2014-15,17.3,2.6,2.4,0.09,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203095,NA
101108,Chris Paul,Chris,Paul,"Paul, Chris",C. Paul,5/6/85,Wake Forest,USA,Wake Forest/USA,Jun-00,175,9,3,Guard,Active,1610612746,Clippers,LAC,clippers,Los Angeles,chris_paul,2005,2014,N,72,9,23.73167438,2014-15,17.2,9.7,4.7,0.168,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=101108,NA
201144,Mike Conley,Mike,Conley,"Conley, Mike",M. Conley,10/11/87,Ohio State,USA,Ohio State/USA,1-Jun,175,7,11,Guard,Active,1610612763,Grizzlies,MEM,grizzlies,Memphis,mike_conley,2007,2014,N,73,7,23.08594483,2014-15,17.1,5.9,2.5,0.132,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201144,NA
201567,Kevin Love,Kevin,Love,"Love, Kevin",K. Love,9/7/88,UCLA,USA,UCLA/USA,10-Jun,243,6,0,Forward,Active,1610612739,Cavaliers,CLE,cavaliers,Cleveland,kevin_love,2008,2014,N,82,6,25.40585961,2014-15,16.7,2.6,10.4,0.117,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201567,NA
201951,Ty Lawson,Ty,Lawson,"Lawson, Ty",T. Lawson,11/3/87,North Carolina,USA,North Carolina/USA,11-May,195,5,3,Guard,Active,1610612743,Nuggets,DEN,nuggets,Denver,ty_lawson,2009,2014,N,71,5,27.19400913,2014-15,16.7,9.1,2.3,0.125,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201951,NA
201943,Brandon Jennings,Brandon,Jennings,"Jennings, Brandon",B. Jennings,9/23/89,Oak Hill Academy (VA),USA,"Oak Hill Academy (Mouth of Wilson, VA)/USA",1-Jun,169,5,7,Guard,Active,1610612765,Pistons,DET,pistons,Detroit,brandon_jennings,2009,2014,N,73,5,22.29442672,2014-15,16.6,6.1,2.8,0.147,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201943,NA
2216,Zach Randolph,Zach,Randolph,"Randolph, Zach",Z. Randolph,7/16/81,Michigan State,USA,Michigan State/USA,9-Jun,260,13,50,Forward,Active,1610612763,Grizzlies,MEM,grizzlies,Memphis,zach_randolph,2001,2014,N,81,13,27.85855815,2014-15,16.6,1.3,11.8,0.149,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2216,NA
201583,Ryan Anderson,Ryan,Anderson,"Anderson, Ryan",R. Anderson,5/6/88,California,USA,California/USA,10-Jun,240,6,33,Forward,Active,1610612740,Pelicans,NOP,pelicans,New Orleans,ryan_j_anderson,2008,2014,N,82,6,25.09220702,2014-15,16.4,0.8,5.4,0.118,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201583,NA
202324,Derrick Favors,Derrick,Favors,"Favors, Derrick",D. Favors,7/15/91,Georgia Tech,USA,Georgia Tech/USA,10-Jun,262,4,15,Forward,Active,1610612762,Jazz,UTA,jazz,Utah,derrick_favors,2010,2014,N,82,4,27.392326,2014-15,16.3,1.8,8.2,0.134,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202324,NA
201572,Brook Lopez,Brook,Lopez,"Lopez, Brook",B. Lopez,4/1/88,Stanford,USA,Stanford/USA,Jul-00,275,6,11,Center,Active,1610612751,Nets,BKN,nets,Brooklyn,brook_lopez,2008,2014,N,84,6,27.3986678,2014-15,16.2,0.7,5,0.098,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201572,NA
202083,Wesley Matthews,Wesley,Matthews,"Matthews, Wesley",W. Matthews,10/14/86,Marquette,USA,Marquette/USA,5-Jun,220,5,2,Guard,Active,1610612757,Trail Blazers,POR,blazers,Portland,wesley_matthews,2009,2014,N,77,5,26.08534323,2014-15,16.2,2.6,4.3,0.102,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202083,NA
201936,Tyreke Evans,Tyreke,Evans,"Evans, Tyreke",T. Evans,9/19/89,Memphis,USA,Memphis/USA,6-Jun,220,5,1,Forward-Guard,Active,1610612740,Pelicans,NOP,pelicans,New Orleans,tyreke_evans,2009,2014,N,78,5,25.42077581,2014-15,16.1,7,6.5,0.106,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201936,NA
203096,Jared Sullinger,Jared,Sullinger,"Sullinger, Jared",J. Sullinger,3/4/92,Ohio State,USA,Ohio State/USA,9-Jun,260,2,7,Forward,Active,1610612738,Celtics,BOS,celtics,Boston,jared_sullinger,2012,2014,N,81,2,27.85855815,2014-15,16,3.3,8.8,0.136,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203096,NA
202328,Greg Monroe,Greg,Monroe,"Monroe, Greg",G. Monroe,6/4/90,Georgetown,USA,Georgetown/USA,11-Jun,250,4,10,Forward-Center,Active,1610612765,Pistons,DET,pistons,Detroit,greg_monroe,2010,2014,N,83,4,25.5116853,2014-15,15.8,2.5,10.5,0.149,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202328,NA
201952,Jeff Teague,Jeff,Teague,"Teague, Jeff",J. Teague,6/10/88,Wake Forest,USA,Wake Forest/USA,2-Jun,181,5,0,Guard,Active,1610612737,Hawks,ATL,hawks,Atlanta,jeff_teague,2009,2014,N,74,5,23.23648649,2014-15,15.8,7,1.8,0.107,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201952,NA
201586,Serge Ibaka,Serge,Ibaka,"Ibaka, Serge",S. Ibaka,9/18/89,"Brazzaville, Rep. of Congo",Congo,Ricoh Manresa/Congo,10-Jun,245,5,9,Forward,Active,1610612760,Thunder,OKC,thunder,Oklahoma City,serge_ibaka,2009,2014,N,82,5,25.61496133,2014-15,15.5,1.2,7.8,0.117,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201586,NA
201954,Darren Collison,Darren,Collison,"Collison, Darren",D. Collison,8/23/87,UCLA,USA,UCLA/USA,Jun-00,175,5,7,Guard,Active,1610612758,Kings,SAC,kings,Sacramento,darren_collison,2009,2014,N,72,5,23.73167438,2014-15,15.5,6.5,3.4,0.146,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201954,NA
2225,Tony Parker,Tony,Parker,"Parker, Tony",T. Parker,5/17/82,"Paris, France",France,Paris BR/France,2-Jun,185,13,9,Guard,Active,1610612759,Spurs,SAS,spurs,San Antonio,tony_parker,2001,2014,N,74,13,23.75,2014-15,15.4,5.1,1.9,0.109,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2225,NA
201609,Goran Dragic,Goran,Dragic,"Dragic, Goran",G. Dragic,5/6/86,"Ljubljana, Slovenia",Slovenia,Union Olimpija/Slovenia/Slovenia,3-Jun,190,6,1,Guard,Active,1610612756,Suns,PHX,suns,Phoenix,goran_dragic,2008,2014,N,75,6,23.74577778,2014-15,15.3,3.3,3.3,0.101,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201609,NA
201950,Jrue Holiday,Jrue,Holiday,"Holiday, Jrue",J. Holiday,6/12/90,UCLA,USA,UCLA/USA,4-Jun,205,5,11,Guard,Active,1610612740,Pelicans,NOP,pelicans,New Orleans,jrue_holiday,2009,2014,N,76,5,24.95065789,2014-15,15.3,6.6,2.6,0.111,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201950,NA
201584,Courtney Lee,Courtney,Lee,"Lee, Courtney",C. Lee,10/3/85,Western Kentucky,USA,Western Kentucky/USA,5-Jun,200,6,5,Guard,Active,1610612763,Grizzlies,MEM,grizzlies,Memphis,courtney_lee,2008,2014,N,77,6,23.71394839,2014-15,14.9,2.3,3.3,0.133,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201584,NA
202693,Markieff Morris,Markieff,Morris,"Morris, Markieff",M. Morris,9/2/89,Kansas,USA,Kansas/USA,10-Jun,245,3,11,Forward,Active,1610612756,Suns,PHX,suns,Phoenix,markieff_morris,2011,2014,N,82,3,25.61496133,2014-15,14.8,2.1,6.2,0.108,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202693,NA
202738,Isaiah Thomas,Isaiah,Thomas,"Thomas, Isaiah",I. Thomas,2/7/89,Washington,USA,Washington/USA,9-May,185,3,3,Guard,Active,1610612756,Suns,PHX,suns,Phoenix,isaiah_thomas,2011,2014,N,69,3,27.31674018,2014-15,14.8,4.1,2.3,0.137,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202738,NA
202340,Avery Bradley,Avery,Bradley,"Bradley, Avery",A. Bradley,11/26/90,Texas,USA,Texas/USA,2-Jun,180,4,0,Guard,Active,1610612738,Celtics,BOS,celtics,Boston,avery_bradley,2010,2014,Y,74,4,23.10810811,2014-15,14.5,1.2,2.8,0.059,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202340,NA
202689,Kemba Walker,Kemba,Walker,"Walker, Kemba",K. Walker,5/8/90,Connecticut,USA,Connecticut/USA,1-Jun,184,3,15,Guard,Active,1610612766,Hornets,CHA,hornets,Charlotte,kemba_walker,2011,2014,N,73,3,24.27322199,2014-15,14.5,4.8,4,0.102,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202689,NA
1495,Tim Duncan,Tim,Duncan,"Duncan, Tim",T. Duncan,4/25/76,Wake Forest,U.S. Virgin Islands,Wake Forest/U.S. Virgin Islands,11-Jun,250,17,21,Forward,Active,1610612759,Spurs,SAS,spurs,San Antonio,tim_duncan,1997,2014,N,83,17,25.5116853,2014-15,14.5,2.4,10.7,0.155,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=1495,NA
2772,Trevor Ariza,Trevor,Ariza,"Ariza, Trevor",T. Ariza,6/30/85,UCLA,USA,UCLA/USA,8-Jun,220,10,1,Forward,Active,1610612745,Rockets,HOU,rockets,Houston,trevor_ariza,2004,2014,N,80,10,24.165625,2014-15,14.5,2.6,5.8,0.123,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2772,NA
2736,Luol Deng,Luol,Deng,"Deng, Luol",L. Deng,4/16/85,Duke,Great Britain,Duke/Great Britain,9-Jun,220,10,9,Forward,Active,1610612748,Heat,MIA,heat,Miami,luol_deng,2004,2014,N,81,10,23.57262612,2014-15,14.3,1.6,4.1,0.1,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2736,NA
201152,Thaddeus Young,Thaddeus,Young,"Young, Thaddeus",T. Young,6/21/88,Georgia Tech,USA,Georgia Tech/USA,8-Jun,221,7,33,Forward,Active,1610612750,Timberwolves,MIN,timberwolves,Minnesota,thaddeus_young,2007,2014,N,80,7,24.27546875,2014-15,14.3,1.6,5,0.096,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201152,NA
202692,Alec Burks,Alec,Burks,"Burks, Alec",A. Burks,7/20/91,Colorado,USA,Colorado/USA,6-Jun,211,3,10,Guard,Active,1610612762,Jazz,UTA,jazz,Utah,alec_burks,2011,2014,N,78,3,24.38083498,2014-15,14,3,4.8,0.085,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202692,NA
202718,Chandler Parsons,Chandler,Parsons,"Parsons, Chandler",C. Parsons,10/25/88,Florida,USA,Florida/USA,9-Jun,227,3,25,Forward,Active,1610612742,Mavericks,DAL,mavericks,Dallas,chandler_parsons,2011,2014,N,81,3,24.32266423,2014-15,14,2.3,4.8,0.095,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202718,NA
201941,Jordan Hill,Jordan,Hill,"Hill, Jordan",J. Hill,7/27/87,Arizona,USA,Arizona/USA,10-Jun,235,5,27,Center,Active,1610612747,Lakers,LAL,lakers,Los Angeles,jordan_hill,2009,2014,N,82,5,24.56945271,2014-15,14,1.9,9.7,0.112,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201941,NA
201579,Roy Hibbert,Roy,Hibbert,"Hibbert, Roy",R. Hibbert,12/11/86,Georgetown,USA,Georgetown/USA,2-Jul,290,6,55,Center,Active,1610612754,Pacers,IND,pacers,Indiana,roy_hibbert,2008,2014,N,86,6,27.56489995,2014-15,14,1.8,8.3,0.155,http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201579,NA
